learning epoch:  1 ...
preds:  ['Expansion.Instantiation.', 'Temporal.Asynchronous', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal. Asynchronous', 'Comparison.Contrast', 'Contusionance.Construction.Construction.Construction.Construction.Construction.', 'Contingency.', 'Contingency.', 'Repetition', 'Repetition is a repetition for a remittance.', 'Comparison.', 'Comparison.', 'Contingency.', 'Comparison.Contribution']  | target:  ['Expansion.Instantiation', 'Temporal.Asynchronous', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Condition', 'Repetition', 'Repetition', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Condition', 'Comparison.Concession']
preds:  ['Expansion.Conjunction', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Restatement', 'Comparison.', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.Concession', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement']  | target:  ['Expansion.Conjunction', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Restatement', 'Comparison.Contrast', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.Concession', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement']
preds:  ['Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Goal', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Interrupted', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Synchrony', 'Comparison.Concession', 'Contingency.Goal']  | target:  ['Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Goal', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Interrupted', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Synchrony', 'Comparison.Concession', 'Contingency.Goal']
preds:  ['Contingency.Cause', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.', 'Comparison.Concession', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.', 'Contingency.Cause', 'Contingency.Cause', 'Repetition']  | target:  ['Contingency.Cause', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Comparison.Concession', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Contrast', 'Contingency.Cause', 'Contingency.Cause', 'Repetition']
preds:  ['Expansion.Instantiation', 'Contingency.Cause', 'Expansion.Restatement', 'Repetition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Conjunction', 'Expansion.Restatement']  | target:  ['Expansion.Instantiation', 'Contingency.Cause', 'Expansion.Restatement', 'Repetition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Conjunction', 'Expansion.Restatement']
preds:  ['Comparison.Concession', 'Repetition', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Restatement', 'Temporal.Synchrony', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Repetition', 'Temporal.Asynchronous', 'Interrupted', 'Temporal.Synchrony', 'Comparison.Concession', 'Temporal.Asynchronous']  | target:  ['Comparison.Concession', 'Repetition', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Restatement', 'Temporal.Synchrony', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Repetition', 'Temporal.Asynchronous', 'Interrupted', 'Temporal.Synchrony', 'Comparison.Concession', 'Temporal.Asynchronous']
preds:  ['Contingency.Cause', 'Expansion.Alternative', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Repetition', 'Comparison.', 'Expansion.Conjunction', 'Expansion.Restatement', 'Expansion.Restatement']  | target:  ['Contingency.Cause', 'Expansion.Alternative', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.Contrast', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Repetition', 'Comparison.Contrast', 'Expansion.Conjunction', 'Expansion.Restatement', 'Expansion.Restatement']
preds:  ['Contingency.Condition', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Repetition', 'Comparison.Concession', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Condition', 'Repetition', 'Contingency.Cause', 'Comparison.', 'Expansion.Restatement', 'Repetition']  | target:  ['Contingency.Condition', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Repetition', 'Comparison.Concession', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Condition', 'Repetition', 'Contingency.Cause', 'Comparison.Contrast', 'Expansion.Restatement', 'Repetition']
preds:  ['Comparison.', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Restatement', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Condition', 'Comparison.', 'Contingency.Cause', 'Comparison.Concession']  | target:  ['Comparison.Contrast', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Restatement', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Condition', 'Comparison.Contrast', 'Contingency.Cause', 'Comparison.Concession']
preds:  ['Comparison.', 'Contingency.Condition', 'Temporal.Synchrony', 'Repetition', 'Contingency.Goal', 'Contingency.Cause', 'Temporal.Synchrony', 'Temporal.Synchrony', 'Repetition', 'Temporal.Asynchronous', 'Temporal.Synchrony', 'Comparison.', 'Repetition', 'Comparison.', 'Contingency.Condition', 'Expansion.Conjunction']  | target:  ['Comparison.Contrast', 'Contingency.Condition', 'Temporal.Synchrony', 'Repetition', 'Contingency.Goal', 'Contingency.Cause', 'Temporal.Synchrony', 'Temporal.Synchrony', 'Repetition', 'Temporal.Asynchronous', 'Temporal.Synchrony', 'Comparison.Contrast', 'Repetition', 'Comparison.Contrast', 'Contingency.Condition', 'Expansion.Conjunction']
preds:  ['Contingency.Condition', 'Comparison.Concession', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Alternative', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Concession', 'Comparison.Concession', 'Repetition']  | target:  ['Contingency.Condition', 'Comparison.Concession', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Alternative', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Concession', 'Comparison.Concession', 'Repetition']
preds:  ['Repetition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Repetition', 'Repetition', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Cause', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Repetition', 'Expansion.Alternative', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Concession']  | target:  ['Repetition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Repetition', 'Repetition', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Cause', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Repetition', 'Expansion.Alternative', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Concession']
preds:  ['Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Restatement', 'Expansion.Restatement', 'Comparison.Concession', 'Expansion.Conjunction', 'Contingency.Cause', 'Repetition', 'Contingency.Condition', 'Expansion.Restatement', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Goal']  | target:  ['Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Restatement', 'Expansion.Restatement', 'Comparison.Concession', 'Expansion.Conjunction', 'Contingency.Cause', 'Repetition', 'Contingency.Condition', 'Expansion.Restatement', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Goal']
preds:  ['Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Alternative', 'Expansion.Conjunction', 'Expansion.Restatement', 'Temporal.Synchrony', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction']  | target:  ['Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Alternative', 'Expansion.Conjunction', 'Expansion.Restatement', 'Temporal.Synchrony', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction']
preds:  ['Repetition']  | target:  ['Repetition']
val_loss: 4.7252 val_acc: 0.9509 mismatch: 13152 complete_mismatch: 0
Epoch 8: train_loss: 6.6340 train_acc: 0.4129 | val_loss: 4.7252 val_acc: 0.9509
00:00:59.16
learning epoch:  9 ...
preds:  ['Contingency.Goal', 'Contending.Cause', 'Interrupted', 'Contingency.Cause', 'The Resurrection: The Resurrection: The Resurrection: The Resurrection:', 'Temporal. Asynchronous.', 'Temporal.Asynchronous.', 'God is not a question. It is a question of a human nature and a question of a', 'Comparison.Contrast', 'Temporal.Asynchronous.', 'Contingency.Goal', 'Difference between a symbiosis and a symbiosis.', 'Contingency.Cause', 'Contingency.Cause', 'Comparison. Concession.', 'Comparisons.com. Comparisons.com. Comparisons.com. Comparisons.com.']  | target:  ['Contingency.Goal', 'Contingency.Cause', 'Interrupted', 'Contingency.Cause', 'Repetition', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Contingency.Goal', 'Comparison.Contrast', 'Temporal.Asynchronous', 'Contingency.Goal', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Concession']
preds:  ['Temporal.', 'Contingency.Goal', 'Contingency.', 'Contingency.', 'Expansion.Conjunction', 'Comparison.', 'Comparison.', '           ', 'Contingency.', 'Temporal.Asynchronous', 'Contingency.Cause', 'Dispositive. Synthetic.', 'Temporal.', 'Contingency.Condition', 'Expansion.Restatement.', 'Expansion.Conjunction']  | target:  ['Temporal.Asynchronous', 'Contingency.Goal', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Condition', 'Contingency.Condition', 'Temporal.Asynchronous', 'Contingency.Cause', 'Temporal.Synchrony', 'Temporal.Asynchronous', 'Contingency.Condition', 'Expansion.Restatement', 'Expansion.Conjunction']
preds:  ['Expansion.Conjunction', 'Expansion.', '           ', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction', 'Temporal.Assute', 'Temporal. Asynchronous', 'Expansion.Conjunction', 'Expansion.Restatement', 'Repetition', 'Comparison.Concession', 'Contingency.', 'Contingency.Convention', 'Expansion.Restatement', 'Comparison. Convention.']  | target:  ['Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Goal', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Restatement', 'Repetition', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Restatement', 'Comparison.Concession']
preds:  ['Contingency.Cause', 'Comparison.Concession.', 'Contingency.', 'Repetition', 'The debate is a resounding one-note vote, with a resounding resound', 'Comparison.', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Goal', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Temporal. Asynchronous', 'Interrupted', 'Expansion. Conjunction', 'Repetition']  | target:  ['Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Repetition', 'Repetition', 'Comparison.Concession', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Goal', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Interrupted', 'Expansion.Conjunction', 'Repetition']
preds:  ['Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Alternative', 'Expansion.Restatement.', '           ', 'Expansion.', 'he threw a shit shit shit threw a shit', 'Expansion.', 'Temporal.Asynchronous', 'Repetition is a reversal of the reversal. The reversal of the', 'Relentation', 'Contingency.', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Condition']  | target:  ['Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Alternative', 'Expansion.Restatement', 'Comparison.Concession', 'Expansion.Restatement', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Repetition', 'Repetition', 'Contingency.Condition', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Condition']
preds:  ['Comparison. Conference', 'Expansion. Alternative', 'Expansion', '           ', 'Temporal.Asynchronous', 'Contingency.Cause', 'Glucose is a type of phosphate that is used to produce phosphates.', 'Comparison.', 'Temporal.Asynchronous', 'Expansion.', 'Contingency.', 'Contingency.Cause', 'Comparison.', 'Contingency.', 'Expansion.Conjunction', 'Contingency.Cause']  | target:  ['Comparison.Concession', 'Expansion.Alternative', 'Expansion.Conjunction', 'Comparison.Concession', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Contrast', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause']
preds:  ['Comparison.', 'Expansion.', 'Expansion.Restatement.Restatement', 'Contingency.Case', 'Contingency.', 'Temporal.Asynchronous', 'Contingency.', 'Contingency.', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Restatement', 'Comparison. Comparison.', 'Repetition', 'Contingency.', 'Temporal.Asynchronous', 'Expansion.']  | target:  ['Comparison.Contrast', 'Expansion.Conjunction', 'Expansion.Restatement', 'Contingency.Cause', 'Contingency.Condition', 'Temporal.Asynchronous', 'Contingency.Condition', 'Contingency.Goal', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Restatement', 'Comparison.Concession', 'Repetition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Restatement']
preds:  ['Expansion.', 'Contingency.', 'Contingency.', 'Temporary. Asynchronous.', '.Ascito = 0.Ascito = 0 0.', "The following is a list of things you should do before deciding which to do if you're going to", 'Temporal.Asynchronous.', 'Comparison.', 'Comparison.', 'Contingency.Cause', 'Contingency.', 'Expansion.Reliement.', 'Expansion.', 'Sodium Hypochlorosyl iodiene sulfate sulfate', 'Contingency.', 'Contingency.']  | target:  ['Expansion.Restatement', 'Contingency.Cause', 'Contingency.Condition', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Comparison.Concession', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Restatement', 'Expansion.Restatement', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition']
preds:  ['Comparison.', 'Interrupted', 'Comparisons', 'Continingency.Cause', 'a mixture. a game. a game. a game. a game. a game.', 'Expansion.', 'Contingency.Cause', 'Contingency.Goal', 'Repetition', 'Contingency.Cause', 'Repetition is a reluctance to a reluctance to a re', 'Temporal.Asynchronous', 'Contingency.Cause', 'Temporal.Synchrony', 'Contingency.Cause', 'Contingency.']  | target:  ['Comparison.Concession', 'Interrupted', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Goal', 'Expansion.Alternative', 'Contingency.Cause', 'Contingency.Goal', 'Repetition', 'Contingency.Cause', 'Repetition', 'Temporal.Asynchronous', 'Contingency.Cause', 'Temporal.Synchrony', 'Contingency.Cause', 'Contingency.Cause']
preds:  ['In the United States, the number of people living in the U.S. has decreased since the 1990s.', 'Comparison.Concession', 'Comparison.', 'Rejections are the best of all the competitions, and the best of the competitions are the best of the', 'Expansion.Alternative', 'Contingency.Cake.Cake.Cake.Cake.Cake.', 'Contingency.Cause', 'Contingency. Contingency.C', 'Comparison.Contrast', 'Temporal.', 'Temporal.Asynchronous', 'Contingency.Cause', 'Comparison.', 'Expansion.Conjunction', 'Comparison.', 'Comparison.']  | target:  ['Comparison.Concession', 'Comparison.Concession', 'Comparison.Concession', 'Repetition', 'Expansion.Alternative', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Contrast', 'Temporal.Synchrony', 'Temporal.Asynchronous', 'Contingency.Cause', 'Comparison.Contrast', 'Expansion.Conjunction', 'Comparison.Contrast', 'Comparison.Concession']
preds:  ['Expansion.Restatement', 'Repetition', 'Temporal.', 'Expansion.', 'Contingency.', 'Comparison.', 'Expansion.Conjunction', 'Expansion.Alternative', 'Conversion.Conversion.Conversion.Conversion.Conversion.Contribusion.Conversion.Conversion', 'Comparison.Contribution.Contribution.Contribution.Contribution.Contribution.Contribu', 'Comparison.', 'Comparison.Convention.Convention.Convention.Convention.Convention.Convention.Convention.Con', 'Contingency.', 'Comparison.', 'Expansion.Restorement.', 'Contingency.Cause']  | target:  ['Expansion.Restatement', 'Repetition', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Cause', 'Comparison.Contrast', 'Expansion.Conjunction', 'Expansion.Alternative', 'Comparison.Concession', 'Comparison.Concession', 'Comparison.Contrast', 'Comparison.Concession', 'Contingency.Cause', 'Comparison.Contrast', 'Expansion.Restatement', 'Contingency.Cause']
preds:  ['Contingency.Goal', 'Contingency.', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.', 'Expansion.Restatement', 'Expansion.Restatement', 'if you want to be able to live in a place that is not able to live in a', 'Temporal. Assual.', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Temporal.Asynchronous', '           ', 'Expansion.Restatement', 'Temporal.Asynchronous', '           ']  | target:  ['Contingency.Goal', 'Contingency.Condition', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Restatement', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Comparison.Concession', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.Condition']
preds:  ['Expansion.Restatement.', 'Contingency.Goal', 'Contingency.Condition.', 'comparison.', 'Expansion.Aalternative', 'Expansion.', 'Expansion.', 'Comparison.', 'Contingency. Causes. Causes. Causes. Causes. Causes. Causes. Causes', 'Expansion.', 'Contingency.Condition', 'Expansion.Alternative.', 'Comparison.', 'Comparison.', 'Expansion.Conjunction', 'Temporal.Asynchronous']  | target:  ['Expansion.Restatement', 'Contingency.Goal', 'Contingency.Condition', 'Comparison.Concession', 'Expansion.Alternative', 'Expansion.Restatement', 'Expansion.Restatement', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Condition', 'Expansion.Alternative', 'Comparison.Concession', 'Comparison.Contrast', 'Expansion.Conjunction', 'Temporal.Asynchronous']
preds:  ['Contingency.', 'Comparison.', 'Contingency.', 'Expansion. Restatement', 'Contingency.', 'Comparison. Concession :         ', 'Expansion.Representation', 'Expansion.Report', 'Contency.God', 'Interrupted', 'Contingency.', 'Contingency.', 'Contenition. Contenition.', 'Expansion.Concord', 'Contingency.', 'Comparison.Conference.']  | target:  ['Contingency.Condition', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Restatement', 'Expansion.Restatement', 'Contingency.Goal', 'Interrupted', 'Contingency.Cause', 'Contingency.Condition', 'Contingency.Condition', 'Expansion.Conjunction', 'Contingency.Cause', 'Comparison.Concession']
preds:  ['           ', 'Expansion.Conjunction', 'Comparison.', '           ', 'Comparison.', 'Temporal. Asynchronous.', 'Contingency.', 'Temporal.Asynchronous', 'Contingency.', '............', 'Temp.Asynchronous.', 'Repetition was a result of a response to a respons', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.', 'Comparison. Comparison.']  | target:  ['Comparison.Concession', 'Expansion.Conjunction', 'Comparison.Contrast', 'Comparison.Contrast', 'Comparison.Concession', 'Temporal.Asynchronous', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Repetition', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Restatement', 'Comparison.Concession']
preds:  ['Comparison.Concession', 'Comparison.Contrast.Company.Company.Company.Company.Compan', 'Contingency.', 'Expansion. Restatement', 'Contingency. Cause', 'Comparison. Comparison. Comparison.', 'Repetition', 'Expansion.Restatement', 'Interrupted', 'Comparison.', 'Expansion.Conjunction', 'The motion for a resolution of a parliamentary session is a motion for a motion for a motion', 'Expansion.Conjunction', 'Temporary. Asynchronous', 'Contingency.Cause', 'Contingency.Goal']  | target:  ['Comparison.Concession', 'Comparison.Contrast', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Concession', 'Repetition', 'Expansion.Restatement', 'Interrupted', 'Comparison.Concession', 'Expansion.Conjunction', 'Repetition', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Goal']
preds:  ['Contingency.Condition', 'Comparison.Cons.Cons.Cons.Cons.Cons.Cons.Cons.Con', 'Contingency.God', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion. Instantiation', 'Expansion.Restatement', 'Contingency.Cause', 'Temporal.Asynchronous.', 'Contingency.', 'Contingance.Condition. Contour.Condition. Contingance.Condition.Condition.Con', 'Repetition is a form of resentment. It is a form of resentment.', 'Contingency.', 'Expansion.Construction.', 'Expansion.Restatement', 'Contingency.Condition']  | target:  ['Contingency.Condition', 'Comparison.Concession', 'Contingency.Goal', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Instantiation', 'Expansion.Restatement', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Condition', 'Repetition', 'Contingency.Condition', 'Expansion.Conjunction', 'Expansion.Restatement', 'Contingency.Condition']
preds:  ['Contingency.Cause', 'Expansion.Reportation.Reportation.Restatement', 'Contingency.Cause', 'Expansion.', 'Contingency. Contingency.', 'The answer is rebuted to the question: The answer is rebutted to the question', 'Expansion.Restatement', 'Expansion. Revision.', 'Repetition is a tribute to the efforts of the people of our country. It is a tribute to the', 'Contase.', 'Temporal.Asynchronous', 'Contency.Condition', 'Expansion.Restatement', 'Comparison.', 'Contingency.Cause', 'Repetition']  | target:  ['Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Expansion.Alternative', 'Contingency.Condition', 'Repetition', 'Expansion.Restatement', 'Expansion.Restatement', 'Repetition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Condition', 'Expansion.Restatement', 'Comparison.Concession', 'Contingency.Cause', 'Repetition']
preds:  ['The content of the article is based solely on the content of the article.', 'Expansion. adjunctive', 'Contingency.Goal', 'The debate is based on a series of debates that have been aired in the United States.', 'The effect is a refractor. It is a refractor. It is ', '           ', 'Contingency.', 'Contingency.Condition', 'Contingency.', 'Expansion.', 'Contingency.Gog', 'Contingency.', 'Contingency.Cause', 'Expansion.Conjunction', 'Repetition', 'Comparison.Contribution.Convention.']  | target:  ['Contingency.Cause', 'Expansion.Alternative', 'Contingency.Goal', 'Repetition', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Goal', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Repetition', 'Comparison.Concession']
preds:  ['Contingency.', 'Contingency.Cause', 'Comparison.', 'Expansion.Restatement', 'Contingency.', 'Expansion.', 'Expansion.Conjunction', 'Expansion.', 'Temporal.Asynchronous', 'Contingency.Cause', 'Compared with a larger group, compared with a larger group, compared with a larger group,', 'Vitamin C is a factor in vitamin A. It is a factor in vitamin A. It is a factor', 'Contingency.', 'Temporal.Asynchronous', 'Contingency.Construction.', 'Comparison.']  | target:  ['Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Restatement', 'Contingency.Condition', 'Expansion.Alternative', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Cause', 'Comparison.Contrast', 'Contingency.Cause', 'Contingency.Condition', 'Temporal.Asynchronous', 'Contingency.Condition', 'Comparison.Concession']
preds:  ['Content. Contingency. Contingency. Contingency. Contanceency. Contance. Contingency', 'Expansion.Conjunction', 'Contingency. Cause', 'Contingency.', 'Expansion.Restatement', 'Temporal.', 'Repetition', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Conjunction.Conjunction.', 'Contingency.', 'Repetition', 'Contingency. Contingency.', 'Contingency.Cause']  | target:  ['Contingency.Condition', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Synchrony', 'Repetition', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Condition', 'Repetition', 'Contingency.Condition', 'Contingency.Cause']
preds:  ['Contingency.Goal', 'Expansion.', 'Contingency.Goal', 'Compared with saturation.  Comparison with saturation. compared with saturation.', 'Temporal.Asynchronous', 'Temporal', 'Synchrony', 'Comparison.', 'Contingency.Cause', 'Contingency. Cause', 'the ebullience of a racial, racial and racial differences', 'Expansion.Restatement', 'Comparison.Contrast', 'Contingency.', 'Contingency.Cause', 'Expansion. Restatement']  | target:  ['Contingency.Goal', 'Expansion.Restatement', 'Contingency.Goal', 'Comparison.Concession', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Temporal.Synchrony', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Expansion.Restatement', 'Comparison.Contrast', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement']
